id,ML,street_name,street_number,zone,block,total_rooms,bedrooms,first_floor_area,land_area,living_area,neighborhood,num_stories,FAR,LADU,OPEN,lot,lat
4258,122-191,Hayes St,57,C-1,553,5,2,533,1334,1066,Riverside,2.0,0.8,1334.0,60.04,-71.1112424868,42.3665700842
9741,122-192,Hayes St,55,C-1,553,8,3,994,1199,1988,Riverside,2.0,1.66,599.5,17.1,-71.1113468826,42.3666141495
4902,122-193,Hayes St,47,C-1,553,10,4,829,1407,1823,Riverside,0.0,1.3,703.5,41.08,-71.1113872865,42.3666325852
1078,122-194,Western Ave,337,C-1,609,7,3,875,2989,1568,Riverside,2.0,0.52,1494.5,70.73,-71.1137799595,42.3647082431
1859,122-195,Western Ave,335,C-1,609,9,4,693,2248,1386,Riverside,2.0,0.62,1124.0,69.17,-71.1137024856,42.3647009247
3022,122-196,Western Ave,333,C-1,609,9,4,693,2115,1386,Riverside,2.0,0.66,1057.5,67.23,-71.1136265457,42.3646927093
1946,122-197,Western Ave,331,C-1,609,8,4,693,3005,1386,Riverside,2.0,0.46,3005.0,76.94,-71.1135470688,42.3646851932
2042,122-198,Magee St,29,C-1,553,25,14,6225,9733,6225,Riverside,0.0,0.64,1946.6,36.04,-71.1119945621,42.3663315467
393,122-199,Kinnaird St,101,C-1,553,None,None,12993,147711,177077,Riverside,3.0,1.2,147711.0,91.2,-71.112630223,42.3673759408
2097,122-20,Dodge St,19-A,C-1,612,16,9,1685,2738,3370,Riverside,2.0,1.23,912.67,38.46,-71.112307821,42.3652602393
11594,122-200,Western Ave,225-R,C-1,615,9,4,640,1516,1280,Riverside,2.0,0.84,758.0,57.78,-71.1111469867,42.3650416806
4873,122-201,Western Ave,231,C-1,615,None,None,1248,3473,4968,Riverside,3.0,1.43,578.83,64.07,-71.1111681552,42.3648376877
10295,122-202,Western Ave,241,C-1,615,None,None,1768,5046,6540,Riverside,3.0,1.3,720.86,64.96,-71.1113862877,42.3648001682
7366,122-21,Dodge St,13,C-1,612,10,4,987,2882,2308,Riverside,2.5,0.8,1441.0,65.75,-71.1123517254,42.3651184346
9843,122-22,Dodge St,11,C-1,612,9,5,892,2915,2329,Riverside,0.0,0.8,1457.5,69.4,-71.1123972147,42.365022647
9894,122-24,Dodge St,2,C-1,615,None,None,1548,4099,2877,Riverside,2.5,0.7,2049.5,62.23,-71.1122391777,42.3648682724
7313,122-25,Dodge St,12,C-1,615,None,None,2756,6681,8268,Riverside,2.0,1.24,1113.5,58.75,-71.1122096868,42.3650742766
10415,122-26,Callender St,28,C-1,615,9,4,770,2817,1554,Riverside,2.0,0.55,1408.5,72.67,-71.1119381559,42.3651408859
5253,122-27,Callender St,24,C-1,615,17,9,2865,3324,4334,Riverside,0.0,1.3,831.0,13.81,-71.1117675381,42.3652380587
5668,122-28,Callender St,20,C-1,615,11,5,1196,2799,2392,Riverside,2.0,0.85,1399.5,57.27,-71.1116309958,42.3652509823
10744,122-29,Callender St,16,C-1,615,8,4,901,3200,1802,Riverside,2.0,0.56,1600.0,71.84,-71.1115229804,42.3652591532
4480,122-30,Callender St,14,C-1,615,15,6,1185,2799,3555,Riverside,3.0,1.27,933.0,57.66,-71.1114197815,42.3652650417
9557,122-31,Howard St,47,C-1,615,None,None,2600,5867,5200,Riverside,2.25,0.89,5867.0,55.68,-71.1109613991,42.36527488
10957,122-33,Howard St,37,C-1,615,14,8,1151,2816,3453,Riverside,3.0,1.23,938.67,59.13,-71.1109342944,42.3651394122
2155,122-37,Western Ave,245,C-1,615,18,8,1634,4781,3968,Riverside,0.0,0.83,1593.67,65.82,-71.1114617156,42.3647990302
5351,122-38,Western Ave,251,C-1,615,None,None,1569,4504,3647,Riverside,2.5,0.81,1126.0,65.16,-71.1116789136,42.3647890935
11425,122-4,Putnam Ave,170,C-1,609,None,None,2202,5003,4404,Riverside,2.0,0.88,1250.75,55.99,-71.1136868865,42.365170713
5331,122-5,Putnam Ave,162,C-1,609,10,4,1654,4999,2832,Riverside,2.0,0.57,2499.5,66.91,-71.1136575011,42.365312892
3170,122-6,Putnam Ave,156,C-1,609,13,7,1784,4999,3544,Riverside,2.0,0.71,2499.5,64.31,-71.1136146792,42.3654645653
4297,122-8,Hews St,23,C-1,609,10,4,1340,4159,2312,Riverside,2.0,0.56,2079.5,67.78,-71.1130308154,42.3652289556
640,122-9,Hews St,21,C-1,609,25,14,2256,4250,6752,Riverside,0.0,1.59,708.33,46.92,-71.1130657902,42.3651105919
4788,122-98,Hayes St,46,C-1,553,12,7,0,2625,2603,Riverside,0.0,0.99,1312.5,100.0,-71.1115349118,42.3665665698
3123,123-1,Kinnaird St,47,C-1,587,8,4,924,3084,1848,Riverside,2.0,0.6,1542.0,70.04,-71.1093534917,42.3661575234
2164,123-10,Western Ave,155,C-1,587,12,5,1311,4999,2875,Riverside,2.5,0.58,2499.5,73.77,-71.1091706651,42.365069879
10422,123-13,Western Ave,179,C-1,587,10,4,1043,3320,2054,Riverside,2.0,0.62,1660.0,68.58,-71.1097474377,42.3649615712
7606,123-15,Jay St,26,C-1,587,12,5,1137,5728,3411,Riverside,3.0,0.6,2864.0,80.15,-71.1098613046,42.3653491888
1432,123-16,Jay Street Pl,1,C-1,587,5,3,483,1630,966,Riverside,2.0,0.59,1630.0,70.37,-71.109600126,42.365436573
1376,123-17,Jay St,28,C-1,587,6,3,679,2099,1416,Riverside,2.0,0.67,2099.0,67.65,-71.1098702843,42.3654281699
10053,123-18,Jay St,30,C-1,587,20,8,5822,8645,5822,Riverside,0.0,0.67,2161.25,32.65,-71.1098840609,42.3655582838
7365,123-2,Kinnaird St,43,C-1,587,10,4,968,3719,1936,Riverside,2.0,0.52,1859.5,73.97,-71.1092819003,42.3660286419
11690,123-22,Jay St,46,C-1,587,6,3,1273,6019,1382,Riverside,2.0,0.23,6019.0,78.85,-71.1099775913,42.3660207109
2433,123-23,Jay St,54,C-1,587,None,None,1344,4988,3752,Riverside,3.0,0.75,1247.0,73.06,-71.1099951815,42.366219552
3956,123-27,Jay St,65,C-1,578,24,12,1422,6579,5733,Riverside,0.0,0.87,1644.75,78.39,-71.1102342629,42.3664566246
2357,123-29,Jay St,53,C-1,578,18,7,3605,4724,3605,Riverside,0.0,0.76,1574.67,23.69,-71.1103544208,42.3661156062
1508,123-3,Kinnaird St,39-1/2,C-1,587,9,4,945,3579,1923,Riverside,2.0,0.54,1789.5,73.6,-71.1092603228,42.3659430638
321,123-31,Jay St,43,C-1,578,10,5,1012,5119,2024,Riverside,2.0,0.4,2559.5,80.23,-71.1101542758,42.3658709179
3791,123-32,Jay St,41,C-1,578,24,10,2441,7427,4981,Riverside,0.0,0.67,1856.75,67.13,-71.1101321524,42.36573821
6476,123-33,Jay St,33,C-1,578,33,12,7799,8366,7799,Riverside,0.0,0.93,1394.33,6.78,-71.1101076517,42.3655766191
3238,123-35,Jay St,27,C-1,578,7,4,783,2046,1552,Riverside,2.0,0.76,2046.0,61.73,-71.1100701845,42.3653545318
7671,123-36,Jay St,25,C-1,578,None,None,762,5587,3276,Riverside,3.0,0.59,1396.75,86.36,-71.1103117749,42.3652894847
12331,123-37,Western Ave,189,BA-3,578,12,6,1949,3999,5190,Riverside,3.0,1.3,1999.5,51.26,-71.1100607259,42.3649374662
5364,123-4,Kinnaird St,37-1/2,C-1,587,8,4,990,3833,1980,Riverside,2.0,0.52,1916.5,74.17,-71.1092562293,42.365851272
2794,123-42,Howard St,32,BA-3,578,8,4,772,1682,1532,Riverside,2.0,0.91,841.0,54.1,-71.1107202985,42.3651146729
10764,123-43,Howard St,34,C-1,578,10,4,918,3300,1986,Riverside,0.0,0.6,1650.0,72.18,-71.1107304202,42.3652051392
9889,123-44,Howard St,36,C-1,578,9,4,1019,3300,2038,Riverside,2.0,0.62,1650.0,69.12,-71.1107415444,42.3652974184
3155,123-45,Howard St,38,C-1,578,9,3,1026,3399,2052,Riverside,2.0,0.6,3399.0,69.81,-71.1107787555,42.3653873029
2932,123-46,Howard St,40,C-1,578,7,3,861,4999,1689,Riverside,2.0,0.34,4999.0,82.78,-71.1107807261,42.3655226002
2447,123-47,Howard St,42,C-1,578,12,6,826,3600,1834,Riverside,2.25,0.51,1800.0,77.06,-71.1108054065,42.3655680663
3336,123-48,Howard St,44,C-1,578,None,None,2106,7203,4244,Riverside,2.0,0.59,1800.75,70.76,-71.110808052,42.3656893852
5659,123-5,Kinnaird St,35-1/2,C-1,587,9,4,990,3679,1980,Riverside,2.0,0.54,1839.5,73.09,-71.1092353703,42.3657482399
4377,123-50,Howard St,56-1/2,C-1,578,9,5,600,3600,1636,Riverside,2.0,0.45,1800.0,83.33,-71.1106596802,42.3659638676
10455,123-51,Howard St,62,C-1,578,None,None,1624,3603,4306,Riverside,3.0,1.2,900.75,54.93,-71.1106988741,42.3660555233
10054,123-52,Howard St,68,C-1,578,17,8,2000,3600,3727,Riverside,0.0,1.04,900.0,44.44,-71.1107087806,42.3661553185
4117,123-53,Howard St,74,C-1,578,None,None,1512,3603,4012,Riverside,3.0,1.11,900.75,58.03,-71.1107294143,42.3662515633
4864,123-54,Howard St,84,C-1,578,20,8,2065,3605,3852,Riverside,0.0,1.07,901.25,42.72,-71.110915277,42.3663922641
4511,123-55,Howard St,88,C-1,578,13,6,1452,5109,2904,Riverside,2.0,0.57,2554.5,71.58,-71.1109343262,42.366447355
4537,123-57,Howard St,94,C-1,578,16,8,3801,5029,3801,Riverside,0.0,0.76,2514.5,24.42,-71.1108024022,42.3666585057
7684,123-6,Kinnaird St,33,C-1,587,13,5,888,3399,2436,Riverside,2.0,0.72,3399.0,73.87,-71.1092218591,42.3656223555
544,123-62,Kinnaird St,59,C-1,587,17,8,3458,5184,3458,Riverside,0.0,0.67,1728.0,33.29,-71.109806395,42.3664050361
2764,123-63,Kinnaird St,53,C-1,587,10,4,791,3019,1899,Riverside,2.5,0.63,3019.0,73.8,-71.10961919,42.3663148062
12917,123-64,Kinnaird St,49,C-1,587,9,4,1035,2670,2070,Riverside,2.0,0.78,1335.0,61.24,-71.1094796011,42.3662487302
2539,123-65,Kinnaird St,77,C-1,578,None,None,1328,3671,4072,Riverside,3.0,1.11,917.75,63.82,-71.1106308125,42.36685048
8607,123-66,Howard St,96,C-1,578,4,2,570,1774,1140,Riverside,2.0,0.64,1774.0,67.87,-71.1109668004,42.3667481596
156,123-67,Kinnaird St,69,C-1,578,15,6,1127,3301,3381,Riverside,3.0,1.02,1100.33,65.86,-71.1104702045,42.36676598
8528,123-7,Kinnaird St,31,C-1,587,6,3,818,3354,1540,Riverside,2.0,0.46,3354.0,75.61,-71.1092149181,42.3655723273
12250,123-71,Jay St,24,C-1,587,10,5,680,1532,1802,Riverside,3.0,1.18,766.0,55.61,-71.1098179998,42.365154923
1825,123-72,Western Ave,169,C-1,587,None,None,1332,5003,7107,Riverside,4.0,1.42,1250.75,73.38,-71.1094939754,42.3649769908
7964,123-78,Western Ave,165,C-1,587,None,None,1545,5009,4401,Riverside,2.5,0.88,556.56,69.16,-71.109370844,42.3650031437
12377,123-79,Jay St,40,C-1,587,18,12,2662,5322,3644,Riverside,0.0,0.68,1774.0,49.98,-71.109759311,42.3658598077
2003,123-80,Jay St,38,C-1,587,19,7,1311,3836,3933,Riverside,3.0,1.03,1278.67,65.82,-71.1099298232,42.3657852608
10989,123-82,Jay St,67,C-1,578,5,3,513,2706,1539,Riverside,2.0,0.57,2706.0,81.04,-71.1105050362,42.3665325862
359,123-83,Jay St,73,C-1,578,10,4,1502,3461,2988,Riverside,2.0,0.86,1730.5,56.6,-71.1102521737,42.3666203133
203,123-84,Kinnaird St,81,C-1,578,5,2,576,1389,1152,Riverside,2.0,0.83,1389.0,58.53,-71.1108831591,42.3669798868
3181,123-85,Howard St,100,C-1,578,5,2,663,1077,1160,Riverside,1.75,1.08,1077.0,38.44,-71.1110214595,42.3669590745
8800,123-86,Howard St,98,C-1,578,6,2,658,1400,1409,Riverside,2.5,1.01,1400.0,53.0,-71.11096601,42.3668342405
8209,123-89,Howard St,28,BA-3,578,None,None,1374,1732,2798,Riverside,3.0,1.62,866.0,20.67,-71.1106962353,42.3649285409
711,123-9,Kinnaird St,29,C-1,587,31,16,7648,8412,7648,Riverside,0.0,0.91,1402.0,9.08,-71.1092859651,42.3654096942
11730,123-90,Western Ave,205,BA-3,578,None,None,3340,5258,4280,Riverside,2.0,0.81,5258.0,36.48,-71.1104234458,42.3648926322
959,124-10,Franklin St,414,C-1,572,6,4,1087,2499,2126,Riverside,2.0,0.85,2499.0,56.5,-71.1091098609,42.3667294346
1377,124-11,Franklin St,410,C-1,572,4,2,681,2499,681,Riverside,1.0,0.27,2499.0,72.75,-71.1089949484,42.3666662499
4556,124-12,Franklin St,406,C-1,572,6,5,893,2499,2233,Riverside,2.75,0.89,2499.0,64.27,-71.108890557,42.3666026778
12460,124-16,Soden St,26,C-1,572,44,16,2010,6199,6286,Riverside,0.0,1.01,688.78,67.58,-71.1084071678,42.3661363394
4106,124-18,Soden St,22,C-1,572,15,6,704,2499,2270,Riverside,0.0,0.91,833.0,71.83,-71.108403319,42.3660958071
2355,124-19,Soden St,20,C-1,572,14,3,655,3000,2065,Riverside,0.0,0.69,1000.0,78.17,-71.108396315,42.3660303531
9851,124-25,Western Ave,135,C-1,572,11,5,1625,5299,3356,Riverside,2.5,0.63,2649.5,69.33,-71.108567589,42.3650742265
11050,124-26,Western Ave,141,C-1,572,13,6,1409,3729,3117,Riverside,2.25,0.84,1864.5,62.22,-71.1086866914,42.3650435989
10453,124-28,Kinnaird St,32,C-1,572,6,3,845,2250,2147,Riverside,2.75,0.95,2250.0,62.44,-71.1090111608,42.3656211794
4270,124-29,Kinnaird St,34,C-1,572,15,6,1133,2269,3399,Riverside,3.0,1.5,756.33,50.07,-71.1090171376,42.3656967608
10598,124-3,Franklin St,452,C-1,572,12,4,1002,3250,2441,Riverside,2.5,0.75,1625.0,69.17,-71.1096594369,42.3670038447
11628,124-30,Kinnaird St,36,C-1,572,6,3,848,2264,2093,Riverside,2.5,0.92,2264.0,62.54,-71.1090282894,42.3657857506
1760,124-32,Kinnaird St,42,C-1,572,None,None,1384,4004,4152,Riverside,3.0,1.04,800.8,65.43,-71.1090679112,42.365972187
12220,124-33,Kinnaird St,44,C-1,572,11,6,1034,3999,3046,Riverside,3.0,0.76,3999.0,74.14,-71.109084798,42.3660808487
4029,124-34,Kinnaird St,46,C-1,572,16,6,1217,3972,3651,Riverside,3.0,0.92,1324.0,69.36,-71.1090896878,42.3661840346
743,124-35,Kinnaird St,48,C-1,572,15,8,1328,4099,3984,Riverside,3.0,0.97,1366.33,67.6,-71.1091478916,42.3662986039
9427,124-36,Kinnaird St,50,C-1,572,10,6,1096,2526,2340,Riverside,2.25,0.93,1263.0,56.61,-71.1092184017,42.3663393869
11179,124-37,Kinnaird St,52,C-1,572,10,4,962,2880,2162,Riverside,2.25,0.75,1440.0,66.6,-71.1093843508,42.3663722187
11151,124-38,Kinnaird St,54,C-1,572,10,4,768,8646,1728,Riverside,2.25,0.2,4323.0,91.12,-71.1095211324,42.3664391891
7426,124-4,Franklin St,444,C-1,572,7,3,710,2673,1410,Riverside,2.25,0.53,2673.0,73.44,-71.109560898,42.3669534948
9672,124-41,Kinnaird St,60,C-1,572,9,4,658,2880,1779,Riverside,2.75,0.62,2880.0,77.15,-71.1098620933,42.3666095577
10001,124-42,Kinnaird St,62,C-1,572,9,4,954,2880,2242,Riverside,2.75,0.78,2880.0,66.88,-71.1099068764,42.366641676
424,124-43,Kinnaird St,66,C-1,572,6,3,800,2880,1600,Riverside,2.0,0.56,1440.0,72.22,-71.1100673715,42.3667047244
2410,124-44,Kinnaird St,68,C-1,572,5,2,580,2880,1160,Riverside,2.25,0.4,2880.0,79.86,-71.1101944965,42.3667910625
11763,124-45,Kinnaird St,70,C-1,572,11,6,1260,2880,2919,Riverside,2.75,1.01,1440.0,56.25,-71.110198093,42.3668266351
11021,124-48,Franklin St,332,C-1,594,131,60,7072,19623,33335,Riverside,0.0,1.7,676.66,63.96,-71.1074225437,42.3657410845
2946,124-5,Franklin St,440,C-1,572,6,2,720,2499,1440,Riverside,2.0,0.58,2499.0,71.19,-71.1094715315,42.3668917235
12011,124-58,Western Ave,111,C-1,594,10,4,1199,2507,2286,Riverside,2.0,0.91,1253.5,52.17,-71.1079776588,42.3651113627
3709,124-59,Soden St,3,C-1,594,7,3,907,2499,1629,Riverside,2.0,0.65,2499.0,63.71,-71.1080672841,42.3653327363
4574,124-6,Franklin St,434,C-1,572,14,5,890,2499,2710,Riverside,3.0,1.08,833.0,64.39,-71.1093699619,42.3668776735
9415,124-60,Soden St,5,C-1,594,12,5,1333,4999,2543,Riverside,2.75,0.51,2499.5,73.33,-71.1080794082,42.3654630644
12581,124-61,Soden St,9,C-1,594,8,3,1064,3749,2128,Riverside,2.0,0.57,3749.0,71.62,-71.1080938805,42.365607653
11091,124-62,Soden St,13,C-1,594,None,None,1868,3576,3736,Riverside,2.0,1.04,894.0,47.76,-71.1081228871,42.365719129
11477,124-63,Franklin St,348,C-1,594,73,36,2988,14700,13907,Riverside,0.0,0.95,735.0,79.67,-71.1078285387,42.3660093766
6858,124-64,Franklin St,324,C-1,594,25,10,1492,4889,4028,Riverside,0.0,0.82,2444.5,69.48,-71.1072334834,42.365631436
4837,124-69,Franklin St,400-1,C-1,572,None,None,1257,3664,2622,Riverside,2.25,0.72,610.67,65.69,-71.1087932266,42.3665253633
5960,124-70,Franklin St,392,C-1,572,12,6,1238,4872,3730,Riverside,0.0,0.77,1624.0,74.59,-71.1087086844,42.3664832754
2039,124-75,Western Ave,149,C-1,572,10,4,972,2650,2184,Riverside,2.5,0.82,1325.0,63.32,-71.1088878812,42.3650478781
10565,124-76,Western Ave,147,C-1,572,10,6,1062,3238,2409,Riverside,2.5,0.74,1619.0,67.2,-71.1088148024,42.3650507184
4280,124-79,Franklin St,456,C-1,572,9,5,1134,3250,2552,Riverside,2.25,0.79,1625.0,65.11,-71.1098164245,42.3670676216
9242,124-8,Franklin St,428,C-1,572,8,4,1023,2499,2046,Riverside,2.0,0.82,1249.5,59.06,-71.109295165,42.3668214541
7062,124-83,Franklin St,460,C-1,572,12,4,786,5006,2583,Riverside,0.0,0.52,1251.5,84.3,-71.1099278482,42.3671398405
11439,124-84,Soden St,14,C-1,572,9,4,1285,3375,2760,Riverside,2.0,0.82,1687.5,61.93,-71.1083730998,42.3658130096
11350,124-85,Soden Pl,3,C-1,572,5,3,710,1624,1370,Riverside,2.0,0.84,1624.0,56.28,-71.1086634849,42.3657748805
6229,124-86,Franklin St,388,C-1,572,11,5,1458,2631,2345,Riverside,0.0,0.89,877.0,44.58,-71.1085523167,42.3663897681
5553,124-87,Franklin St,382,C-1,572,6,2,516,1623,942,Riverside,2.0,0.58,1623.0,68.21,-71.1084742727,42.3663672348
148,124-88,Pleasant St,19,C-1,594,77,26,6754,9060,13310,Riverside,0.0,1.47,411.82,25.45,-71.1070068616,42.3653397756
10300,124-9,Franklin St,422,C-1,572,12,6,618,2644,2509,Riverside,0.0,0.95,881.33,76.63,-71.1091938959,42.3667804162
6549,124-90,Western Ave,101,C-1,594,None,None,6076,24201,42532,Riverside,7.0,1.76,504.19,74.89,-71.1075836357,42.3652455447
3848,124-91,Soden St,10,C-1,572,None,None,6313,26263,37878,Riverside,4.0,1.44,596.89,75.96,-71.1083657469,42.3655496174
5195,124-93,Kinnaird St,38,C-1,572,12,6,670,1875,2105,Riverside,0.0,1.12,625.0,64.27,-71.1088501725,42.3658542447
7610,124-94,Kinnaird St,40,C-1,572,12,6,670,2122,2105,Riverside,0.0,0.99,707.33,68.43,-71.1090446285,42.3658989569
2732,125-10,Jay St,3,BA-3,629,9,4,996,1869,2402,Riverside,2.75,1.29,623.0,46.71,-71.1098311779,42.3637957109
4056,125-100,Kelly Rd,51,C,641,7,2,965,2680,1516,Cambridgeport,2.0,0.57,2680.0,63.99,-71.1099929161,42.3629857219
7442,125-103,River St,133,BA-3,628,15,6,1205,2876,3827,Riverside,0.0,1.33,958.67,58.1,-71.1090138881,42.3638999913
1758,125-105,River St,175,BA-3,629,15,6,1318,2799,3954,Riverside,3.0,1.41,933.0,52.91,-71.1100974504,42.3635350318
9497,125-106,River St,171,BA-3,629,18,9,1436,2047,4308,Riverside,3.0,2.1,682.33,29.85,-71.1100011711,42.3637179912
2206,125-107,Jay St,5,C-1,629,12,6,1090,3702,3270,Riverside,3.0,0.88,1234.0,70.56,-71.1098547281,42.3639003861
9820,125-108,Western Ave,114,C-1,623,None,None,2942,4975,8826,Riverside,3.0,1.77,829.17,40.86,-71.1080102579,42.3648744166
3323,125-109,Western Ave,104,C-1,623,15,7,1060,2367,2205,Riverside,2.25,0.93,1183.5,55.22,-71.1078624536,42.3648912199
6442,125-11,Jay St,1,BA-3,629,11,5,1345,2118,3044,Riverside,3.0,1.44,706.0,36.5,-71.1098146683,42.3636448658
6455,125-110,Jay St,11,C-1,629,15,6,1006,2166,3027,Riverside,0.0,1.4,722.0,53.55,-71.1099122912,42.3642945361
9185,125-114,River St,202,BA-3,654,6,3,630,1374,1260,Cambridgeport,2.0,0.92,1374.0,54.15,-71.1106702057,42.3631376407
1623,125-115,River St,210,BA-3,654,None,None,1900,2761,5540,Cambridgeport,2.0,2.01,552.2,31.18,-71.1107960204,42.3630949679
9592,125-116,Howard St,26,BA-3,629,9,4,602,1675,1337,Riverside,2.5,0.8,837.5,64.06,-71.1106449661,42.3645927873
5744,125-117,Western Ave,212,BA-3,629,None,None,1212,1325,2276,Riverside,2.5,1.72,662.5,8.53,-71.1106698282,42.3646701881
8729,125-118,Jay St,16,C-1,628,4,2,512,1471,1024,Riverside,2.0,0.7,1471.0,65.19,-71.1097358852,42.3645294816
11081,125-119,Jay St,16-A,C-1,628,4,2,512,938,1024,Riverside,2.0,1.09,938.0,45.42,-71.1097434846,42.3645653316
12363,125-120,Jay St,18,C-1,628,4,2,512,938,1024,Riverside,2.0,1.09,938.0,45.42,-71.1097517432,42.3646180948
4532,125-121,Jay St,20,C-1,628,4,2,512,938,1024,Riverside,2.0,1.09,938.0,45.42,-71.1097535446,42.3646446882
5463,125-122,Jay St,20-A,C-1,628,4,2,512,1471,1024,Riverside,2.0,0.7,1471.0,65.19,-71.1097630729,42.3647055466
11859,125-129,Kelly Rd,55,BA-3,641,13,7,705,1314,2250,Cambridgeport,0.0,1.71,438.0,46.35,-71.1101613836,42.3630919471
634,125-13,River St,177,BA-3,629,13,5,1612,5064,3158,Riverside,2.25,0.62,1688.0,68.17,-71.1102176798,42.3634834486
6351,125-130,Kelly Rd,53,BA-3,641,9,4,678,1115,1356,Cambridgeport,2.0,1.22,557.5,39.19,-71.1101000509,42.3630895137
5027,125-131,River St,113,BA-3,623,9,3,0,2936,2846,Riverside,0.0,0.97,978.67,100.0,-71.10844366,42.3641208644
434,125-132,River St,109,BA-3,623,22,9,1777,5000,5524,Riverside,0.0,1.1,833.33,64.46,-71.1084123381,42.364298515
9474,125-133,River St,103-C,BA-3,623,12,6,698,2670,3184,Riverside,0.0,1.19,890.0,73.86,-71.1082465824,42.3641617029
6879,125-134,Kinnaird St,18,C-1,623,8,5,898,1874,1660,Riverside,2.25,0.89,1874.0,52.08,-71.1088545947,42.36470858
7289,125-135,Howard St,6,C-1,629,16,7,1586,2545,4608,Riverside,3.0,1.81,848.33,37.68,-71.1103477037,42.3637900868
2025,125-136,Howard St,8,C-1,629,9,4,1202,2453,2332,Riverside,2.25,0.95,2453.0,51.0,-71.110525996,42.3638342645
11303,125-137,Laurel St,15,C,654,10,5,968,3348,2118,Cambridgeport,2.25,0.63,1674.0,71.09,-71.1105348151,42.3628614954
5303,125-138,Laurel St,17,BA-3,654,6,2,728,2544,1245,Cambridgeport,1.75,0.49,2544.0,71.38,-71.1106719643,42.362957437
11256,125-14,River St,183,BA-3,629,18,6,1366,5921,4098,Riverside,3.0,0.69,1973.67,76.93,-71.1103682565,42.363435906
6507,125-17,Howard St,14,C-1,629,30,13,2136,4999,6734,Riverside,0.0,1.35,833.17,57.27,-71.1105537886,42.3640614479
1852,125-18,Howard St,16,C-1,629,11,5,1027,3332,2745,Riverside,3.0,0.82,1666.0,69.18,-71.1105862315,42.3642045549
1704,125-19,Howard St,18,C-1,629,8,3,856,3332,1992,Riverside,2.5,0.6,1666.0,74.31,-71.1106004719,42.3642952197
4986,125-2,Western Ave,208,BA-3,629,12,4,862,5010,1724,Riverside,2.0,0.34,2505.0,82.79,-71.1104144054,42.3646749824
8235,125-20,Howard St,20,C-1,629,8,2,910,3332,1799,Riverside,2.25,0.54,3332.0,72.69,-71.1106136794,42.3643832845
11649,125-21,Howard St,22-A,BA-3,629,10,4,1239,2000,2130,Riverside,2.0,1.06,1000.0,38.05,-71.1106449813,42.364465855
2936,125-23,Western Ave,168,C-1,628,12,3,1020,5829,2117,Riverside,2.25,0.36,5829.0,82.5,-71.109394431,42.3647685875
11388,125-24,Western Ave,162,C-1,628,11,3,1252,3423,2667,Riverside,2.25,0.78,1711.5,63.42,-71.1092866039,42.3647769936
12573,125-25,Western Ave,158,C-1,628,8,5,892,2199,1772,Riverside,2.0,0.81,2199.0,59.44,-71.1092213566,42.364773612
733,125-26,Kinnaird St,15,C-1,628,8,3,978,2798,1956,Riverside,2.0,0.7,1399.0,65.05,-71.1090665137,42.3646203746
1521,125-27,Kinnaird St,13,C-1,628,14,6,3672,4931,3672,Riverside,0.0,0.74,2465.5,25.53,-71.1091029556,42.3645056263
12448,125-29,Kinnaird St,9,C-1,628,None,None,1416,4507,3845,Riverside,2.75,0.85,901.4,68.58,-71.1090806326,42.3643720559
9968,125-3,Western Ave,194,BA-3,629,10,6,1158,5016,3095,Riverside,2.25,0.62,2508.0,76.91,-71.1101499568,42.3647029676
1725,125-30,Kinnaird St,5,C-1,628,12,4,1524,4999,3146,Riverside,2.25,0.63,1666.33,69.51,-71.1089999492,42.3642474178
8170,125-32,River St,139,BA-3,628,10,5,1485,5205,3645,Riverside,2.5,0.7,1735.0,71.47,-71.1092410537,42.3638627604
7552,125-33,River St,143,BA-3,628,15,8,1672,3722,3513,Riverside,2.25,0.94,1240.67,55.08,-71.1093246998,42.3638290911
9590,125-34,River St,153,BA-3,628,8,2,1048,4617,1885,Riverside,2.25,0.41,4617.0,77.3,-71.1095444281,42.363744075
8778,125-35,Jay St,4,C-1,628,8,4,800,4999,1663,Riverside,2.25,0.33,4999.0,84.0,-71.1096568442,42.364045969
6070,125-36,Jay St,8,C-1,628,28,8,4770,4999,4770,Riverside,0.0,0.95,2499.5,4.58,-71.1096218627,42.3641853399
1083,125-39,Western Ave,150,C-1,623,None,None,934,1874,2082,Riverside,2.5,1.11,937.0,50.16,-71.1088559591,42.3647989185
6202,125-4,Jay St,17,BA-3,629,18,9,4224,5044,4389,Riverside,0.0,0.87,1681.33,16.26,-71.1099651101,42.3645029228
10178,125-40,Western Ave,138,C-1,623,6,2,908,2519,1744,Riverside,2.0,0.69,2519.0,63.95,-71.1085701477,42.3648116062
1906,125-41,Western Ave,132,C-1,623,10,4,1292,4207,2563,Riverside,2.25,0.61,2103.5,69.29,-71.1084323161,42.3648320345
8558,125-42,Western Ave,124,C-1,623,None,None,1782,7565,3389,Riverside,2.5,0.45,3782.5,76.44,-71.1082383107,42.364856311
1063,125-43,Western Ave,122,C-1,623,7,3,869,2978,1876,Riverside,2.5,0.63,2978.0,70.82,-71.1081938038,42.3648622606
1994,125-46,Western Ave,90,C-1,623,9,4,1057,3068,2263,Riverside,2.25,0.74,1534.0,65.55,-71.1074205648,42.3648778899
8458,125-5,Jay St,13,C-1,629,14,6,1350,5056,4137,Riverside,2.75,0.82,1685.33,73.3,-71.1101876649,42.3643495374
