id,block,far_mean,far_median,far_stddev,ladu_mean,ladu_median,ladu_stddev,os_mean,os_median,os_stddev
311,455,0.88,0.88,0.3,1837.42,1649.83,1043.68,58.81,59.03,15.88
312,368,0.76,0.69,0.22,2061.32,1816.5,1033.44,66.95,67.79,10.47
313,445,0.97,0.9,0.45,1930.69,1854.0,994.91,55.67,62.05,17.21
314,464,1.1,1.1,0.02,1192.17,1192.17,85.5,55.52,55.52,9.68
315,473,0.62,0.62,0.04,1975.12,1975.12,440.88,57.65,57.65,12.71
316,484,1.03,0.97,0.25,1069.25,1103.75,226.71,49.52,52.75,14.84
317,517,1.14,1.06,0.48,1510.02,844.33,1589.75,62.87,66.74,19.31
318,426,0.8,0.73,0.23,2334.79,1874.5,1122.29,67.19,68.31,6.03
319,384,1.03,0.96,0.49,1906.5,1199.4,1762.36,64.81,70.09,15.86
320,399,1.49,1.69,0.67,1556.14,1122.0,1080.0,58.14,61.62,17.19
321,490,1.26,1.29,0.65,1706.66,904.75,1928.43,53.92,55.95,16.96
323,433,1.07,0.99,0.45,1568.48,1164.34,1080.79,64.14,67.48,11.77
325,335,0.94,0.86,0.44,1896.85,1525.0,1611.36,65.08,68.02,15.45
326,366,1.04,0.8,0.7,4219.96,1567.8,6922.3,56.11,61.05,24.11
327,296,0.89,0.85,0.34,2927.9,1966.0,2504.1,65.83,65.86,11.11
329,241,0.63,0.44,0.69,10096.89,10341.0,5640.05,71.62,81.09,20.03
330,217,0.79,0.79,0.22,2427.23,2235.0,1318.6,68.95,67.49,8.73
331,218,0.88,0.79,0.26,1844.66,1652.5,701.7,66.57,69.42,13.96
332,221,0.91,0.89,0.26,2081.91,1427.0,1897.56,63.89,65.92,9.2
333,224,0.97,0.94,0.43,2603.46,1718.91,2119.39,61.55,66.65,24.12
334,131,0.66,0.61,0.24,2691.45,2125.0,1293.29,68.63,74.42,15.35
335,160,0.99,0.88,0.45,1991.62,1709.5,1245.33,62.96,67.38,12.94
336,173,0.71,0.67,0.33,3042.22,3226.0,1826.54,69.99,72.26,11.18
337,161,0.86,0.76,0.42,2102.3,1805.5,1258.75,67.25,70.89,11.69
338,226,0.83,0.53,0.73,2427.77,2087.84,1543.37,71.95,77.07,13.53
339,243,0.62,0.59,0.17,2139.41,1416.8,1049.32,71.41,71.33,2.69
340,177,1.07,1.04,0.25,1278.85,1219.0,772.92,62.03,61.87,5.56
341,211,0.69,0.69,0.22,2617.44,2502.5,1141.82,69.99,70.66,10.76
342,275,0.51,0.52,0.18,6561.46,5062.0,7513.71,73.94,72.5,9.84
343,178,0.94,0.99,0.19,1779.84,1237.5,1386.72,58.9,61.25,13.92
344,182,1.29,1.33,0.28,731.64,612.33,315.35,51.13,55.54,9.78
345,204,0.94,0.94,0.41,1643.1,1431.5,1153.22,64.95,65.1,14.92
346,237,0.34,0.25,0.18,7792.12,8329.0,1962.52,78.35,78.81,1.68
347,257,0.4,0.37,0.08,7728.9,8497.0,2742.8,81.45,82.76,3.22
348,258,0.46,0.43,0.12,7783.59,6493.75,2999.48,78.48,81.93,9.78
349,259,0.41,0.4,0.11,9117.87,6721.0,5500.81,78.09,82.31,15.58
350,190,0.79,0.66,0.42,2651.36,1917.5,2007.28,68.92,71.38,14.35
351,214,0.81,0.58,0.57,3250.01,2172.0,2545.56,70.48,75.73,14.09
352,151,1.05,1.01,0.28,1363.57,1172.13,705.05,59.63,62.28,14.2
355,120,0.9,0.66,0.67,4403.98,3126.0,3806.61,63.3,70.16,24.21
356,137,0.56,0.52,0.19,5930.79,4249.0,4943.25,76.05,77.7,11.28
357,152,0.69,0.68,0.16,4566.32,3952.0,2039.45,71.39,71.81,5.51
358,153,0.67,0.66,0.06,2585.96,2483.84,919.93,53.52,54.77,24.26
359,156,0.77,0.4,0.8,9348.6,8580.0,7154.23,68.24,82.33,24.58
360,125,0.56,0.48,0.26,7407.93,5270.5,4062.33,74.82,76.58,11.98
361,220,0.84,0.9,0.24,2727.42,1928.0,1833.79,68.08,68.68,8.21
362,244,1.54,1.18,1.05,2076.6,1518.66,2256.09,64.24,63.58,23.85
363,240,0.72,0.65,0.33,3764.5,3538.0,1870.46,69.09,71.57,9.34
365,228,0.8,0.71,0.34,2366.99,2121.75,1404.42,65.57,66.13,14.35
366,142,0.63,0.62,0.24,2779.96,2178.0,1146.06,66.75,69.36,13.85
367,147,0.6,0.58,0.17,2773.27,2270.75,1178.35,73.02,72.25,4.01
368,155,0.65,0.7,0.15,2521.07,2320.0,817.02,75.33,75.64,3.6
369,154,0.72,0.72,0.13,2576.31,3040.0,942.31,68.26,69.44,5.54
370,164,0.71,0.68,0.14,2121.72,2293.25,640.99,67.44,72.42,13.08
371,175,0.6,0.46,0.27,5699.55,4892.5,2632.85,74.98,79.73,13.75
372,195,0.5,0.45,0.11,5415.52,4836.5,2019.21,71.86,74.25,10.0
373,132,0.72,0.56,0.27,4184.99,4282.0,2194.12,71.91,74.84,8.0
374,128,0.58,0.6,0.26,2822.39,3123.5,1009.7,72.94,74.8,13.04
375,141,0.73,0.63,0.27,3305.68,2987.5,1756.73,71.34,73.2,7.9
376,159,0.49,0.41,0.2,6320.43,6357.0,3133.36,77.45,78.41,7.38
377,171,0.36,0.35,0.07,6763.13,5140.0,3371.84,83.56,83.21,2.98
378,167,0.8,0.72,0.28,2368.37,2042.59,1195.81,65.9,66.03,7.19
379,179,0.68,0.62,0.33,4626.74,4784.0,3032.64,72.89,74.19,7.69
380,185,1.24,0.74,1.06,2643.42,2568.25,2151.8,54.29,53.56,26.67
381,196,0.85,0.73,0.29,3486.93,2583.33,2009.63,55.53,61.85,22.17
382,212,0.83,0.77,0.36,2730.47,2261.5,1718.49,67.43,70.0,12.87
383,252,0.36,0.37,0.08,9928.31,9471.0,2456.54,80.07,82.65,9.12
384,269,0.98,0.45,1.09,7776.91,9106.0,5270.05,73.21,81.57,16.94
385,172,0.65,0.65,0.13,4469.72,5066.0,1367.35,69.28,72.58,14.42
386,203,0.73,0.76,0.22,2511.67,2582.0,955.73,72.19,72.57,7.17
387,144,0.72,0.71,0.22,2627.93,2185.66,1849.4,63.32,67.87,15.32
388,148,0.73,0.73,0.11,2069.99,1504.75,950.83,69.18,71.13,5.93
389,129,0.55,0.56,0.18,5473.37,4568.5,2892.46,74.15,74.07,11.09
390,143,0.39,0.36,0.16,8978.36,7674.0,5440.32,82.67,82.34,6.28
391,157,0.5,0.47,0.13,5996.04,3949.5,4715.93,71.08,75.22,15.83
392,205,1.04,0.97,0.3,1652.88,1350.66,785.37,59.23,62.05,14.44
393,233,0.69,0.62,0.35,4110.7,3376.0,2596.66,70.02,69.55,13.15
394,109,0.97,0.83,0.45,2039.11,1874.5,1530.39,65.1,66.75,15.53
396,126,0.03,0.03,0.0,97760.0,97760.0,0.0,35.45,35.45,0.0
397,107,0.58,0.59,0.18,2940.75,2499.5,1280.64,73.3,75.88,12.41
398,115,0.79,0.84,0.24,1853.49,1699.5,873.62,70.67,68.93,7.42
399,116,0.86,0.81,0.13,1259.85,1280.16,239.26,70.95,71.57,4.31
400,117,0.82,0.85,0.17,2075.34,1972.66,980.82,67.43,69.59,12.76
401,118,0.8,0.78,0.15,2345.67,2392.75,593.89,57.74,65.9,18.56
402,121,0.75,0.73,0.12,2337.5,1974.0,938.91,65.15,70.16,17.74
403,124,0.76,0.74,0.22,2658.04,2574.0,1320.39,65.72,70.27,15.32
404,165,0.59,0.6,0.21,3334.69,3302.0,1747.28,71.84,73.8,10.87
405,97,0.63,0.53,0.31,2436.8,1615.0,2284.12,67.67,71.97,17.14
406,114,0.75,0.69,0.3,2517.62,2271.5,1228.0,66.91,69.9,14.42
407,89,0.56,0.71,0.32,8210.63,9088.72,4322.29,58.62,55.03,27.06
408,146,0.62,0.58,0.16,2309.85,2042.5,944.83,73.23,74.18,6.16
409,150,0.55,0.61,0.18,2720.56,2228.25,931.6,74.38,72.84,8.78
410,163,0.64,0.62,0.12,2293.41,2172.5,388.82,76.6,74.12,8.72
411,189,0.56,0.51,0.14,3375.7,3397.0,1666.1,67.91,77.42,20.79
412,92,0.71,0.69,0.21,3093.25,2425.33,3014.48,67.17,71.45,12.95
413,106,0.7,0.69,0.27,2135.94,1809.25,1493.27,70.7,74.78,14.18
414,103,0.83,0.76,0.26,1577.41,1518.0,550.03,64.39,66.27,13.83
415,127,0.95,0.89,0.31,2682.16,1187.0,3535.07,70.51,74.77,20.69
416,158,0.43,0.43,0.08,3836.59,3233.0,1443.52,78.62,81.56,9.08
417,113,0.82,0.78,0.21,2055.61,1815.0,1215.57,70.6,71.57,8.62
418,119,0.86,0.73,0.35,2436.28,2096.16,1877.41,62.09,68.8,14.97
419,188,0.14,0.14,0.0,1442.26,1442.26,0.0,78.63,78.63,0.0
420,201,0.46,0.43,0.07,41931.15,8420.5,99551.21,78.18,79.56,8.12
423,184,0.23,0.23,0.0,1753.26,1753.26,0.0,97.12,97.12,0.0
424,122,1.08,1.08,0.0,893.2,893.2,0.0,64.6,64.6,0.0
425,123,1.03,1.15,0.42,1833.62,1218.75,1275.07,55.51,57.02,14.93
426,139,0.74,0.66,0.28,2384.22,1584.0,1273.46,62.96,68.44,18.35
427,145,0.72,0.7,0.23,2342.13,1891.25,1595.83,65.37,72.57,14.78
428,174,0.68,0.67,0.08,2014.07,1644.0,508.74,68.69,71.23,5.78
429,181,0.89,0.81,0.26,766.49,781.1,85.06,65.32,64.82,9.13
430,135,0.5,0.41,0.16,2295.87,2563.0,692.73,76.96,76.54,2.48
431,186,0.47,0.39,0.18,6282.1,7264.5,3498.75,78.95,81.34,7.85
432,130,0.44,0.47,0.18,3153.4,2823.0,1108.14,75.2,74.62,7.19
433,136,0.51,0.52,0.13,2737.76,2400.0,804.87,76.83,74.57,7.8
434,138,0.51,0.49,0.13,2954.77,2610.5,1068.19,74.61,75.91,9.59
438,329,0.65,0.64,0.19,3909.83,3724.0,2183.02,69.97,67.23,7.18
439,332,0.88,0.83,0.37,4279.89,1965.0,3832.36,68.28,67.07,14.26
442,356,1.09,1.06,0.38,1762.31,1300.5,1393.35,50.2,51.43,9.59
447,292,0.34,0.34,0.09,12995.96,9959.25,8795.92,84.16,83.81,4.11
448,316,0.56,0.53,0.21,3622.99,3296.0,1912.3,72.24,76.36,16.54
449,297,0.49,0.51,0.17,7119.21,5352.5,5105.64,77.21,74.9,8.24
450,264,0.36,0.36,0.14,15360.42,13165.0,7259.71,83.46,84.77,6.06
451,283,0.37,0.35,0.1,8655.93,8376.0,2451.1,82.57,83.25,4.59
452,213,0.65,0.64,0.21,2696.25,2116.5,1574.09,74.41,74.24,7.62
453,246,0.59,0.6,0.16,3839.42,3054.0,3261.38,75.07,78.11,10.96
454,250,0.45,0.47,0.16,5639.89,5736.0,2388.13,80.26,79.69,5.78
455,255,0.39,0.38,0.1,7186.47,6363.0,2735.66,81.08,81.69,4.96
456,262,0.37,0.38,0.06,7571.61,7891.0,1192.06,80.85,80.58,2.64
457,210,0.7,0.61,0.22,2624.5,2701.25,1030.25,71.83,73.12,6.87
458,270,0.43,0.41,0.14,5732.69,5464.0,3707.05,79.76,79.72,4.92
459,209,0.67,0.65,0.18,3540.65,2083.25,3789.63,73.49,73.72,5.95
461,295,0.41,0.4,0.07,8894.1,8212.0,1773.05,82.05,81.82,3.05
462,331,0.48,0.43,0.14,6807.71,7142.0,3042.16,78.98,80.58,5.14
463,334,0.75,0.63,0.31,3413.31,4074.0,1459.06,67.77,71.31,10.99
464,330,1.8,1.76,1.04,15824.65,1126.73,21268.74,83.35,82.56,13.28
466,198,0.57,0.52,0.24,3273.91,2785.0,1736.51,72.45,78.03,14.07
467,133,0.36,0.32,0.09,12755.69,3051.5,31720.55,81.47,82.54,3.91
468,199,0.46,0.43,0.15,4310.64,3671.5,1764.33,79.99,83.32,6.81
469,225,0.84,0.8,0.34,2263.25,1999.5,1304.6,62.71,71.77,18.17
470,288,0.04,0.04,0.0,60802.0,60802.0,0.0,97.51,97.51,0.0
471,294,0.38,0.36,0.06,12978.79,11837.0,4943.43,85.35,86.03,2.43
472,298,0.55,0.55,0.12,4715.62,4500.0,1859.69,72.03,71.51,8.66
473,305,0.57,0.51,0.33,10660.47,8267.0,10848.61,75.11,78.31,13.01
474,309,0.6,0.59,0.14,2938.77,2778.0,1256.25,70.53,73.57,11.76
475,310,0.61,0.53,0.28,3417.0,3900.0,1074.61,71.04,73.24,7.83
476,312,0.68,0.74,0.19,5666.91,4800.0,2055.98,65.68,69.01,14.28
477,313,0.67,0.58,0.25,2396.47,2160.0,925.92,62.12,62.25,13.65
478,314,0.78,0.78,0.35,2871.44,2594.0,1809.38,63.43,64.34,14.79
479,322,0.73,0.73,0.13,2489.59,2367.5,902.61,63.79,65.27,11.7
480,327,0.67,0.67,0.24,3934.52,3183.0,2216.26,67.64,71.97,18.21
481,348,0.94,0.75,0.55,2353.91,2513.5,1035.09,61.25,66.8,9.8
482,219,0.43,0.42,0.2,12840.69,9440.0,11082.07,82.29,83.31,9.26
483,268,0.44,0.49,0.11,19737.83,8643.0,20136.57,84.1,81.38,7.31
484,183,0.71,0.75,0.14,2262.07,2243.0,692.22,70.15,70.02,6.26
485,215,1.1,0.91,0.68,1922.32,1886.0,659.63,63.5,70.86,15.47
486,162,0.47,0.46,0.16,3254.83,2799.5,1588.63,75.64,76.49,9.63
487,166,0.55,0.56,0.13,2746.86,2339.5,1060.05,74.3,73.87,5.49
488,191,0.55,0.5,0.14,3279.5,2995.0,1235.6,62.22,62.38,15.22
489,202,0.93,1.0,0.16,1624.34,1434.5,723.45,68.13,66.86,5.09
490,208,0.78,0.77,0.27,2128.14,1726.0,1185.34,71.68,70.65,5.6
491,386,0.38,0.38,0.08,10619.67,10271.0,3673.58,82.96,81.42,4.3
492,239,0.63,0.63,0.26,3529.72,3050.0,2069.11,71.47,75.11,15.42
493,248,0.62,0.64,0.19,3859.99,3563.0,2475.95,70.9,70.42,8.74
494,229,0.51,0.55,0.17,8320.58,4705.0,8827.74,77.71,76.1,6.16
495,230,0.49,0.37,0.26,10168.75,7697.5,8240.02,77.46,83.78,14.4
496,231,0.7,0.7,0.11,2362.38,2280.5,541.93,71.62,71.96,2.87
497,234,0.51,0.48,0.22,9147.28,4620.0,8898.78,79.49,79.94,8.31
498,235,0.68,0.74,0.13,2753.61,2100.0,1538.72,69.0,72.94,15.39
499,180,0.53,0.53,0.23,3897.53,3272.75,2623.25,77.2,79.56,8.25
500,238,0.45,0.39,0.2,9111.74,7627.25,5636.46,80.62,83.59,8.52
501,200,0.58,0.53,0.19,2974.36,2620.5,1436.65,75.06,73.88,5.24
502,291,0.62,0.61,0.23,4752.57,2480.0,4446.33,69.84,70.11,12.17
503,336,0.32,0.34,0.12,28114.06,10428.0,69217.78,86.06,86.05,5.82
504,249,0.57,0.52,0.31,12028.28,5191.0,14846.94,75.18,77.85,13.17
505,306,0.42,0.37,0.21,23978.81,11655.5,33944.29,77.91,84.74,18.87
506,317,0.54,0.57,0.16,5960.95,6789.0,3402.8,77.88,77.54,6.3
507,194,1.13,1.21,0.23,1326.73,1123.0,493.65,60.21,59.54,4.13
508,227,0.74,0.73,0.19,1999.51,1971.0,588.58,74.05,73.84,8.9
509,247,0.57,0.58,0.13,3920.99,3129.0,1950.97,73.14,75.96,13.95
510,260,0.78,0.65,0.4,5399.68,4701.0,3367.7,72.54,74.94,9.69
511,276,0.47,0.44,0.15,11759.91,11026.0,5005.35,80.21,82.46,6.87
512,192,0.59,0.56,0.21,2746.17,2065.66,1508.65,76.57,77.16,8.9
513,197,0.72,0.72,0.17,2273.7,1796.5,1207.98,73.01,74.33,8.05
515,242,0.44,0.35,0.18,7176.73,5737.5,5264.19,79.51,80.08,8.84
516,261,0.52,0.42,0.24,7056.57,7457.0,3467.99,78.01,79.81,7.76
517,265,0.38,0.33,0.15,11554.88,9805.0,6082.17,83.43,84.83,6.23
518,280,0.6,0.52,0.29,12748.39,15957.17,4955.01,55.08,73.94,36.6
519,285,0.4,0.39,0.12,9218.08,10021.0,2464.06,83.1,84.74,4.52
520,286,0.55,0.57,0.1,6441.0,6514.5,1806.64,74.79,74.19,4.64
521,290,0.46,0.45,0.06,7958.33,8428.0,2440.75,78.46,76.81,4.44
522,169,0.62,0.62,0.1,2227.56,2250.0,183.2,73.72,74.88,6.7
523,187,0.55,0.56,0.06,2747.64,2632.75,633.72,75.74,76.17,2.5
524,245,0.51,0.46,0.21,3513.62,3340.75,1787.39,73.67,78.08,16.49
525,254,0.55,0.5,0.21,3246.0,2776.25,1834.07,72.08,74.94,13.44
526,300,0.6,0.65,0.25,3088.18,2012.5,1862.89,70.14,73.75,14.05
527,287,0.51,0.47,0.15,3031.92,2137.0,1597.18,72.97,76.48,11.33
528,279,0.48,0.39,0.33,3707.24,3712.75,1866.25,76.08,81.77,12.92
529,263,0.47,0.48,0.14,3730.54,2750.0,2470.41,79.46,78.49,5.05
530,293,0.65,0.68,0.19,2461.67,1664.25,1926.6,71.22,72.66,9.03
531,277,0.68,0.7,0.14,2291.47,2220.75,548.56,71.41,70.56,5.12
532,273,0.51,0.48,0.18,5366.96,2865.0,9831.38,72.04,76.65,13.03
534,256,0.61,0.61,0.16,2636.58,2434.0,1022.6,72.73,73.23,7.14
540,65,0.36,0.34,0.13,4355.49,4186.5,1636.2,78.19,80.66,10.57
541,55,0.35,0.32,0.14,4492.13,4139.0,1916.84,80.69,82.4,6.0
545,49,0.61,0.51,0.28,2563.39,1999.67,2005.83,71.13,73.97,13.2
546,53,0.59,0.53,0.28,2984.4,2541.5,1755.77,74.3,76.23,10.38
547,68,0.59,0.51,0.27,2911.58,2525.0,1334.7,72.13,76.11,13.79
549,79,0.8,0.64,0.34,2747.6,1956.0,1681.74,70.61,75.98,11.34
550,86,0.56,0.53,0.12,2299.32,2158.5,768.86,77.01,77.91,6.03
551,90,0.51,0.49,0.19,3799.22,2799.0,3285.98,69.73,77.58,23.8
554,82,0.71,0.68,0.17,3191.17,3250.25,1266.6,69.1,72.55,15.66
555,84,0.75,0.72,0.23,2219.85,1827.5,1535.37,66.21,68.14,14.73
556,87,0.75,0.7,0.25,2006.69,1837.5,921.61,68.8,71.24,12.15
557,93,0.71,0.67,0.14,1886.54,1834.0,545.72,55.81,52.02,9.86
558,95,0.8,0.79,0.24,2062.59,1699.5,1115.8,60.63,69.62,21.99
559,101,0.85,0.87,0.22,1313.7,1157.7,491.32,57.67,63.56,22.37
560,102,0.59,0.61,0.15,2583.01,2024.0,1152.31,76.06,75.78,6.34
561,30,0.58,0.55,0.24,2643.99,1999.67,2197.44,66.1,65.87,12.54
562,91,1.03,0.99,0.34,1689.94,1227.5,1060.49,64.5,65.27,16.41
563,100,0.85,0.88,0.2,1663.97,1505.5,600.57,55.25,59.35,21.43
564,104,1.12,1.13,0.12,1025.5,1026.33,110.61,55.12,54.93,4.94
566,110,1.07,1.32,0.42,2459.14,1179.5,1547.41,49.96,45.78,13.27
567,77,0.67,0.67,0.26,1917.89,1488.25,1383.0,70.82,71.3,9.71
569,3,0.6,0.58,0.08,2194.88,2133.75,329.52,71.68,71.81,4.27
570,7,0.47,0.44,0.08,2883.58,2891.0,941.53,79.86,80.31,2.46
571,10,0.64,0.62,0.05,2185.93,2165.0,175.6,72.08,70.93,2.65
572,16,0.7,0.66,0.25,1977.18,1808.5,902.08,73.18,73.29,7.07
573,20,0.59,0.69,0.23,3133.74,1983.0,2346.9,75.55,71.14,9.15
574,26,0.62,0.54,0.34,2209.52,2421.0,969.38,69.19,74.18,14.87
575,40,1.02,0.86,0.53,1828.12,1219.09,1601.14,62.97,64.29,16.34
576,41,0.82,0.81,0.24,1837.69,1782.0,591.97,69.75,68.9,11.13
577,43,0.62,0.49,0.38,2985.31,2622.0,2088.45,72.23,74.47,14.42
578,29,0.47,0.43,0.17,2920.35,2999.5,1589.6,72.07,78.61,12.96
579,50,0.59,0.58,0.26,3009.07,2288.0,1694.99,71.25,71.03,11.08
580,51,0.58,0.54,0.24,2560.88,1999.67,1152.15,73.48,76.99,9.2
581,52,0.46,0.46,0.15,2830.26,2999.5,1100.96,75.0,76.37,9.18
582,59,0.69,0.66,0.18,3261.08,1675.0,2789.17,48.82,43.08,18.9
583,64,0.49,0.46,0.19,2702.7,2375.0,1005.41,78.77,77.11,7.14
584,66,0.55,0.55,0.22,2950.74,2499.5,1517.51,72.83,77.5,13.81
585,67,0.58,0.54,0.19,2246.11,1836.66,1034.54,61.32,70.85,16.44
586,83,0.62,0.6,0.23,2434.49,2374.75,1050.24,71.67,70.98,5.89
587,88,0.48,0.48,0.04,3422.75,3422.75,222.75,76.41,76.41,6.41
588,31,0.52,0.44,0.24,2843.12,2900.75,1426.72,79.21,79.09,10.23
589,47,0.55,0.47,0.28,3029.34,2999.5,1775.27,70.11,73.53,13.66
590,60,0.71,0.69,0.33,2359.58,1858.0,1449.25,72.29,73.12,10.51
591,80,0.55,0.5,0.16,3487.95,3025.0,1977.84,77.69,78.5,7.78
592,62,0.72,0.71,0.19,2562.08,2050.5,1297.66,67.75,70.02,14.41
