10391,225-36,Healey St,28,A-2,248,None,None,1964,5999,4828,West Cambridge,2.75,4-8-UNIT-APT,0.8,1499.75,67.26,-71.1293541524,42.3801496167
5099,225-5,Healey St,17,A-2,239,66,29,4711,17306,15661,West Cambridge,0.0,CONDO-BLDG,0.9,910.84,72.78,-71.1288139997,42.3802402901
11950,226-34,Manassas Ave,6,A-2,219,None,None,4630,15249,9164,West Cambridge,2.0,DORM-RS-HALL,0.6,663.0,69.64,-71.1303551705,42.3812328884
11584,226-35,Buckingham St,31,A-2,219,15,4,2540,17180,7476,West Cambridge,3.0,Rectory, Parsonage,0.44,17180.0,85.22,-71.1300132239,42.3810950309
1364,226-49,Clement Cir,4,A-2,219,16,7,5546,11381,5546,West Cambridge,0.0,CONDO-BLDG,0.49,5690.5,51.27,-71.1313134777,42.381638314
7652,227-94,Madison St,34,A-2,201,12,4,3749,9001,3749,Neighborhood Nine,0.0,CONDO-BLDG,0.42,4500.5,58.35,-71.1282272238,42.3825282481
10224,231-44,Highland St,29,A-1,230,13,7,600,30628,6037,West Cambridge,2.5,MULTIPLE-RES,0.2,30628.0,98.04,-71.1335747315,42.379379491
6595,231-5,Highland St,11,A-1,230,14,6,2346,18680,6591,West Cambridge,3.0,TWO-FAM-RES,0.35,9340.0,87.44,-71.1323726021,42.3794891294
5288,231-51,Hemlock Rd,12,A-2,230,24,10,6076,14732,6076,West Cambridge,0.0,CONDO-BLDG,0.41,7366.0,58.76,-71.1331795731,42.3803158366
2706,232-38,Reservoir St,46,A-2,229,12,5,1287,5274,3179,West Cambridge,2.5,TWO-FAM-RES,0.6,2637.0,75.6,-71.1359224841,42.3802805104
1737,232-39,Reservoir St,48,A-2,229,14,5,1407,5163,3869,West Cambridge,2.75,TWO-FAM-RES,0.75,2581.5,72.75,-71.1359343736,42.3803447786
5510,232-54,Blakeslee St,16,A-2,229,11,5,1288,4999,2898,West Cambridge,2.25,TWO-FAM-RES,0.58,2499.5,74.23,-71.1353276194,42.380303918
2304,235-26,Lakeview Ave,120,A-1,242,15,6,3032,11475,3682,West Cambridge,0.0,CONDO-BLDG,0.32,5737.5,73.58,-71.1397707633,42.379785732
7350,235-27,Lakeview Ave,112,A-1,242,12,7,1538,11475,3709,West Cambridge,2.5,TWO-FAM-RES,0.32,5737.5,86.6,-71.1397323621,42.3795895482
5095,235-31,Lakeview Ave,78,A-1,242,22,8,6690,13770,6690,West Cambridge,0.0,CONDO-BLDG,0.49,6885.0,51.42,-71.1393843552,42.3786839152
8807,235-34,Lakeview Ave,48,A-1,242,9,4,938,15300,3727,West Cambridge,2.75,MULTIPLE-RES,0.24,15300.0,93.87,-71.1391475299,42.3778938083
1890,235-35,Lakeview Ave,38,A-1,242,9,4,1690,15300,3608,West Cambridge,2.5,TWO-FAM-RES,0.24,7650.0,88.95,-71.1390413739,42.37766199
2327,235-65,Lakeview Ave,130,A-1,242,13,6,1638,16830,4482,West Cambridge,2.75,TWO-FAM-RES,0.27,8415.0,90.27,-71.1399576774,42.3800550361
5468,236-130,Lakeview Ave,87,A-1,238,12,6,1505,8105,4081,West Cambridge,2.75,TWO-FAM-RES,0.5,4052.5,81.43,-71.1391488358,42.3790364629
12579,236-135,Fayerweather St,31,A-1,238,19,8,7284,19411,7284,West Cambridge,0.0,CONDO-BLDG,0.38,9705.5,62.47,-71.1381175979,42.3786552688
